,Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Use_Promotion,Discount_Rate,Room_Rate,Reservation_Status,Staying
2345,39784316,F,39,Latino,High-School,50K -- 100K,South,Resort,1/30/2017,2/1/2017,9/15/2016,3,1,0,BB,Yes,No,No Deposit,Online,Yes,Yes,10,164,1,172800000000000
2346,33625952,M,19,Asian American,High-School,25K --50K,East,City Hotel,1/30/2017,2/1/2017,11/16/2016,2,2,0,HB,Yes,No,No Deposit,Online,No,Yes,25,247,1,172800000000000
2347,11936177,F,25,African American,College,<25K,North,Airport Hotels,1/30/2017,1/31/2017,12/5/2016,2,3,0,BB,No,No,Refundable,Direct,Yes,Yes,40,180,1,86400000000000
2348,65030844,M,23,caucasian,College,50K -- 100K,North,Airport Hotels,2/3/2017,2/6/2017,10/16/2016,4,3,0,FB,Yes,No,No Deposit,Agent,Yes,Yes,15,190,1,259200000000000
2349,97446206,M,51,African American,High-School,<25K,South,Resort,1/30/2017,2/3/2017,7/7/2016,5,3,0,FB,No,No,No Deposit,Online,Yes,Yes,5,169,2,345600000000000
2350,86595261,F,23,African American,High-School,<25K,South,City Hotel,1/30/2017,1/31/2017,11/1/2016,4,1,0,BB,No,No,No Deposit,Online,Yes,Yes,10,213,1,86400000000000
2351,38737039,F,37,caucasian,High-School,<25K,South,Resort,1/30/2017,2/2/2017,9/5/2016,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Yes,20,246,1,259200000000000
2352,70852148,M,54,Latino,College,25K --50K,West,Airport Hotels,1/30/2017,2/2/2017,11/23/2016,1,1,0,BB,No,No,Refundable,Online,Yes,Yes,40,135,1,259200000000000
2353,80389421,M,51,Asian American,Mid-School,<25K,West,City Hotel,1/30/2017,2/2/2017,12/1/2016,4,1,0,FB,Yes,No,No Deposit,Direct,No,Yes,30,155,1,259200000000000
2354,36706344,F,31,caucasian,Mid-School,25K --50K,North,Resort,1/30/2017,1/31/2017,12/5/2016,3,1,0,FB,No,No,No Deposit,Online,Yes,Yes,15,100,2,86400000000000
2355,29936957,M,18,Asian American,College,25K --50K,West,City Hotel,1/31/2017,2/1/2017,10/4/2016,4,1,0,BB,No,No,Refundable,Online,Yes,Yes,10,150,1,86400000000000
2356,27172170,M,37,Latino,High-School,>100K,West,City Hotel,1/30/2017,1/31/2017,10/10/2016,1,2,0,FB,Yes,Yes,No Deposit,Direct,Yes,No,0,209,3,86400000000000
2357,74459820,F,48,Asian American,High-School,>100K,West,City Hotel,1/30/2017,2/1/2017,1/26/2017,2,1,0,BB,Yes,Yes,No Deposit,Agent,No,Yes,5,242,1,172800000000000
2358,51087244,F,36,caucasian,Mid-School,25K --50K,West,Airport Hotels,1/31/2017,2/1/2017,11/15/2016,1,3,0,BB,Yes,No,No Deposit,Online,No,Yes,20,239,1,86400000000000
2359,66027714,M,55,Latino,Grad,<25K,North,Airport Hotels,1/30/2017,2/3/2017,1/1/2017,5,1,1,BB,No,No,No Deposit,Agent,Yes,Yes,20,157,1,345600000000000
2360,85208762,M,52,Asian American,High-School,50K -- 100K,South,City Hotel,1/30/2017,1/31/2017,1/1/2017,4,3,1,HB,No,No,Non-Refundable,Online,No,Yes,30,115,3,86400000000000
2361,51785456,M,32,Asian American,High-School,25K --50K,West,Resort,1/30/2017,1/31/2017,8/4/2016,5,1,0,HB,Yes,No,No Deposit,Online,Yes,Yes,30,196,1,86400000000000
2362,32722328,F,42,caucasian,Mid-School,>100K,East,City Hotel,1/30/2017,2/3/2017,9/29/2016,2,2,1,BB,Yes,Yes,No Deposit,Direct,Yes,Yes,10,205,2,345600000000000
2363,53737487,F,42,African American,College,50K -- 100K,South,Airport Hotels,1/30/2017,1/31/2017,9/15/2016,4,3,0,BB,No,No,No Deposit,Agent,Yes,Yes,25,217,1,86400000000000
2364,80639834,F,56,African American,College,25K --50K,South,Resort,1/30/2017,1/31/2017,12/19/2016,4,3,0,BB,Yes,No,No Deposit,Online,Yes,Yes,30,151,1,86400000000000
2365,68245487,M,63,caucasian,College,>100K,West,Airport Hotels,1/31/2017,2/1/2017,9/5/2016,5,1,0,HB,No,No,No Deposit,Online,No,No,0,219,1,86400000000000
2366,45713644,M,62,Asian American,Grad,50K -- 100K,West,City Hotel,1/30/2017,1/31/2017,10/17/2016,5,1,0,FB,No,No,No Deposit,Online,No,Yes,10,109,1,86400000000000
2367,49937267,M,24,Asian American,College,50K -- 100K,North,Resort,1/31/2017,2/4/2017,1/9/2017,4,1,2,HB,No,No,No Deposit,Direct,Yes,Yes,10,150,1,345600000000000
2368,78411646,F,49,caucasian,College,25K --50K,North,Airport Hotels,1/30/2017,1/31/2017,10/15/2016,2,1,0,FB,No,No,No Deposit,Direct,Yes,Yes,5,197,1,86400000000000
2369,72897675,F,45,caucasian,High-School,>100K,West,City Hotel,1/30/2017,2/2/2017,7/22/2016,1,1,0,FB,No,No,No Deposit,Online,Yes,Yes,25,148,3,259200000000000
2370,33842057,M,28,caucasian,High-School,25K --50K,West,Resort,1/30/2017,1/31/2017,6/30/2016,2,2,1,HB,No,No,No Deposit,Direct,Yes,Yes,20,210,1,86400000000000
2371,12702180,M,28,caucasian,Grad,>100K,North,Airport Hotels,1/30/2017,1/31/2017,7/1/2016,2,1,0,HB,Yes,No,No Deposit,Online,Yes,No,0,195,1,86400000000000
2372,38717177,F,65,Latino,College,50K -- 100K,West,Airport Hotels,1/30/2017,2/1/2017,8/26/2016,4,1,0,FB,No,No,Refundable,Agent,Yes,Yes,5,130,1,172800000000000
2373,89433940,F,49,caucasian,Grad,25K --50K,South,City Hotel,1/31/2017,2/3/2017,12/13/2016,5,1,1,FB,No,No,No Deposit,Direct,Yes,Yes,10,191,1,259200000000000
2374,54021904,F,21,Asian American,Grad,<25K,South,Airport Hotels,1/31/2017,2/1/2017,8/22/2016,2,2,0,FB,No,No,Refundable,Online,Yes,Yes,30,238,2,86400000000000
2375,69967622,F,24,caucasian,College,50K -- 100K,South,City Hotel,1/31/2017,2/3/2017,1/11/2017,5,2,1,HB,No,No,Refundable,Direct,No,Yes,30,202,2,259200000000000
2376,60291591,F,50,caucasian,College,25K --50K,West,City Hotel,1/31/2017,2/2/2017,12/21/2016,2,1,0,HB,No,No,Non-Refundable,Online,Yes,Yes,5,170,2,172800000000000
2377,84433888,M,36,caucasian,Grad,>100K,South,Airport Hotels,1/31/2017,2/3/2017,9/10/2016,1,2,0,BB,No,No,No Deposit,Direct,Yes,Yes,5,243,1,259200000000000
2378,15702164,F,40,Asian American,College,25K --50K,North,Resort,1/31/2017,2/1/2017,7/13/2016,3,3,0,HB,Yes,No,Refundable,Direct,Yes,Yes,5,164,3,86400000000000
2379,76065213,F,48,caucasian,College,50K -- 100K,North,Resort,1/31/2017,2/1/2017,11/10/2016,1,2,0,HB,Yes,No,No Deposit,Direct,Yes,No,0,192,1,86400000000000
2380,39521489,M,64,African American,College,25K --50K,South,Airport Hotels,1/31/2017,2/1/2017,11/12/2016,1,3,0,HB,No,No,No Deposit,Online,Yes,Yes,20,222,1,86400000000000
2381,5998494,M,37,caucasian,Grad,25K --50K,South,City Hotel,1/31/2017,2/1/2017,1/15/2017,1,2,0,FB,Yes,No,No Deposit,Online,Yes,Yes,15,244,2,86400000000000
2382,41320514,F,49,caucasian,College,>100K,North,Resort,1/31/2017,2/1/2017,7/13/2016,1,1,1,FB,No,No,No Deposit,Online,No,No,0,239,1,86400000000000
2383,75834254,F,34,caucasian,Grad,50K -- 100K,West,Airport Hotels,2/14/2017,2/16/2017,7/9/2016,1,1,2,HB,No,No,No Deposit,Online,Yes,Yes,10,225,2,172800000000000
2384,59628430,F,30,Latino,College,>100K,South,Resort,1/31/2017,2/1/2017,8/31/2016,2,3,0,BB,No,No,No Deposit,Agent,Yes,Yes,5,166,1,86400000000000
2385,28673384,F,39,Latino,College,25K --50K,East,Resort,5/16/2017,5/17/2017,5/2/2017,3,1,0,BB,Yes,Yes,Refundable,Online,No,No,0,161,1,86400000000000
2386,4369827,M,68,African American,Mid-School,50K -- 100K,South,Airport Hotels,1/31/2017,2/3/2017,9/21/2016,2,3,0,HB,No,No,Refundable,Agent,Yes,Yes,30,228,1,259200000000000
2387,29257603,M,31,African American,High-School,<25K,North,Resort,1/31/2017,2/1/2017,10/18/2016,1,1,0,BB,No,No,No Deposit,Direct,No,Yes,25,160,1,86400000000000
2388,84946359,F,32,African American,Mid-School,25K --50K,South,Resort,1/31/2017,2/3/2017,10/29/2016,2,1,0,FB,Yes,Yes,No Deposit,Direct,No,Yes,10,147,1,259200000000000
2389,70876117,F,70,African American,Mid-School,<25K,West,City Hotel,1/31/2017,2/3/2017,12/5/2016,2,1,0,HB,No,No,No Deposit,Direct,Yes,Yes,5,124,1,259200000000000
2390,21456165,F,70,caucasian,Grad,50K -- 100K,North,Airport Hotels,1/31/2017,2/2/2017,8/6/2016,1,3,1,BB,No,No,Refundable,Online,Yes,Yes,5,155,2,172800000000000
2391,54804465,M,25,Asian American,Mid-School,<25K,West,Airport Hotels,2/1/2017,2/2/2017,1/18/2017,3,1,0,HB,No,No,No Deposit,Direct,No,Yes,10,115,1,86400000000000
2392,73843827,M,29,Latino,Grad,<25K,East,Airport Hotels,2/1/2017,2/2/2017,9/21/2016,5,2,0,HB,No,No,No Deposit,Online,Yes,Yes,10,216,1,86400000000000
2393,54150702,M,24,Latino,College,>100K,West,Airport Hotels,2/1/2017,2/2/2017,9/20/2016,4,1,1,HB,Yes,No,No Deposit,Direct,No,Yes,10,143,1,86400000000000
2394,98786540,M,56,Asian American,Mid-School,<25K,West,Resort,2/1/2017,2/4/2017,12/28/2016,5,1,1,FB,Yes,No,Refundable,Online,Yes,No,0,204,2,259200000000000
2395,11766725,M,24,African American,High-School,50K -- 100K,South,Airport Hotels,2/1/2017,2/4/2017,10/21/2016,2,1,0,HB,No,No,No Deposit,Agent,Yes,No,0,242,1,259200000000000
2396,77808399,F,19,Latino,College,25K --50K,West,City Hotel,2/1/2017,2/2/2017,8/8/2016,2,2,0,BB,No,No,Non-Refundable,Agent,Yes,Yes,25,173,1,86400000000000
2397,65907427,M,53,caucasian,Grad,25K --50K,East,Resort,2/1/2017,2/5/2017,11/5/2016,2,2,1,FB,No,No,No Deposit,Agent,Yes,No,0,223,1,345600000000000
2398,41854541,F,50,Asian American,Mid-School,50K -- 100K,East,Airport Hotels,2/4/2017,2/5/2017,1/3/2017,3,3,0,BB,No,No,No Deposit,Online,Yes,Yes,5,172,1,86400000000000
2399,74896913,M,44,caucasian,College,>100K,West,Airport Hotels,2/1/2017,2/4/2017,10/20/2016,2,3,2,FB,No,No,Non-Refundable,Online,Yes,Yes,30,177,1,259200000000000
2400,48296501,F,55,Latino,Grad,50K -- 100K,West,Resort,2/1/2017,2/3/2017,11/22/2016,4,1,0,BB,No,No,Refundable,Direct,Yes,Yes,5,221,1,172800000000000
2401,11020388,F,56,African American,High-School,25K --50K,South,Airport Hotels,2/1/2017,2/2/2017,10/17/2016,1,2,0,FB,Yes,No,No Deposit,Online,No,Yes,25,106,1,86400000000000
2402,19072516,F,44,African American,High-School,25K --50K,South,Resort,2/1/2017,2/3/2017,1/16/2017,2,1,0,FB,No,No,Non-Refundable,Online,No,Yes,10,144,1,172800000000000
2403,12418634,F,42,caucasian,Grad,<25K,East,Airport Hotels,2/16/2017,2/17/2017,1/3/2017,1,3,0,BB,Yes,Yes,No Deposit,Direct,Yes,Yes,5,127,1,86400000000000
2404,96392114,F,50,Asian American,Mid-School,<25K,East,City Hotel,3/15/2017,3/16/2017,10/24/2016,1,3,0,FB,Yes,No,Refundable,Online,Yes,Yes,20,247,1,86400000000000
2405,70232648,F,59,Latino,College,>100K,North,Resort,2/1/2017,2/2/2017,1/7/2017,1,3,0,FB,No,No,No Deposit,Online,Yes,No,0,140,1,86400000000000
2406,75735531,F,45,Latino,Grad,25K --50K,South,City Hotel,2/1/2017,2/3/2017,12/17/2016,4,1,1,FB,No,No,No Deposit,Agent,Yes,Yes,20,124,1,172800000000000
2407,69175215,F,63,Latino,College,<25K,East,City Hotel,2/1/2017,2/3/2017,10/12/2016,1,3,0,FB,Yes,Yes,Refundable,Direct,Yes,Yes,40,229,2,172800000000000
2408,47877428,M,49,Asian American,College,50K -- 100K,South,Airport Hotels,2/1/2017,2/5/2017,9/2/2016,2,1,0,BB,Yes,No,Refundable,Online,No,Yes,10,209,3,345600000000000
2409,30357650,F,44,caucasian,College,25K --50K,South,City Hotel,2/1/2017,2/5/2017,7/1/2016,4,1,0,BB,No,No,Refundable,Direct,Yes,No,0,118,2,345600000000000
2410,68627965,F,70,Latino,College,50K -- 100K,South,Airport Hotels,2/1/2017,2/4/2017,11/1/2016,2,1,0,FB,Yes,Yes,No Deposit,Agent,No,No,0,209,1,259200000000000
2411,15521597,M,20,African American,High-School,25K --50K,South,Resort,2/1/2017,2/2/2017,7/12/2016,2,3,0,HB,No,No,No Deposit,Online,No,Yes,25,148,1,86400000000000
2412,19376527,F,51,African American,College,50K -- 100K,East,Resort,2/1/2017,2/2/2017,9/6/2016,2,1,0,HB,No,No,No Deposit,Online,No,No,0,231,3,86400000000000
2413,84105893,M,48,African American,High-School,25K --50K,North,City Hotel,2/1/2017,2/2/2017,11/1/2016,1,2,0,FB,No,No,Refundable,Online,Yes,Yes,5,215,2,86400000000000
2414,74018757,F,48,African American,High-School,>100K,South,Airport Hotels,2/1/2017,2/2/2017,7/27/2016,2,1,1,HB,No,No,No Deposit,Agent,Yes,Yes,20,171,2,86400000000000
2415,95410517,M,21,Latino,College,>100K,East,Resort,2/1/2017,2/4/2017,12/12/2016,2,1,0,FB,No,No,No Deposit,Online,Yes,Yes,5,208,2,259200000000000
2416,16062235,F,60,Latino,Mid-School,<25K,West,City Hotel,2/1/2017,2/2/2017,8/11/2016,1,3,0,HB,No,No,No Deposit,Online,Yes,Yes,10,174,1,86400000000000
2417,94655044,F,55,African American,Mid-School,<25K,South,Resort,2/1/2017,2/3/2017,11/24/2016,2,1,0,HB,No,No,No Deposit,Online,Yes,Yes,10,135,1,172800000000000
2418,94502519,M,27,caucasian,High-School,50K -- 100K,South,City Hotel,2/1/2017,2/5/2017,1/11/2017,3,1,0,FB,Yes,No,Refundable,Direct,Yes,No,0,183,2,345600000000000
2419,4385357,M,59,African American,Grad,50K -- 100K,South,City Hotel,2/1/2017,2/3/2017,8/8/2016,2,3,0,HB,No,No,Non-Refundable,Agent,No,Yes,5,182,1,172800000000000
2420,96557505,F,42,Asian American,Mid-School,25K --50K,South,Resort,2/1/2017,2/3/2017,1/26/2017,4,3,1,FB,No,No,No Deposit,Online,Yes,Yes,5,215,1,172800000000000
2421,19461767,M,39,Latino,College,<25K,East,Airport Hotels,2/1/2017,2/2/2017,10/21/2016,1,1,1,FB,No,No,Non-Refundable,Online,Yes,Yes,10,148,1,86400000000000
2422,47535626,F,27,caucasian,Mid-School,<25K,East,Resort,2/1/2017,2/5/2017,8/22/2016,2,3,0,HB,No,No,No Deposit,Direct,No,No,0,186,1,345600000000000
2423,65285406,F,50,Latino,Mid-School,50K -- 100K,East,Airport Hotels,2/1/2017,2/4/2017,1/7/2017,3,2,0,HB,No,No,No Deposit,Direct,Yes,Yes,15,164,1,259200000000000
2424,48190646,F,61,Asian American,College,25K --50K,North,City Hotel,2/1/2017,2/2/2017,12/27/2016,3,1,0,HB,No,No,Refundable,Online,Yes,No,0,109,1,86400000000000
2425,28069446,F,35,caucasian,Grad,50K -- 100K,South,City Hotel,2/1/2017,2/2/2017,9/28/2016,1,1,0,HB,No,No,No Deposit,Direct,Yes,Yes,25,150,2,86400000000000
2426,49236600,F,68,African American,Mid-School,50K -- 100K,West,Airport Hotels,2/1/2017,2/3/2017,7/10/2016,2,3,2,BB,No,No,Refundable,Online,No,Yes,5,210,1,172800000000000
2427,9369840,F,42,caucasian,College,25K --50K,East,Airport Hotels,2/1/2017,2/2/2017,8/16/2016,3,1,0,FB,No,No,No Deposit,Agent,Yes,No,0,231,3,86400000000000
2428,72920145,M,52,African American,Mid-School,>100K,East,Airport Hotels,2/2/2017,2/5/2017,1/15/2017,2,2,1,BB,Yes,Yes,Refundable,Direct,No,Yes,5,242,1,259200000000000
2429,89827902,F,25,African American,College,<25K,West,City Hotel,2/2/2017,2/4/2017,10/28/2016,4,1,0,BB,No,No,No Deposit,Online,Yes,No,0,214,1,172800000000000
2430,56418668,M,47,caucasian,Grad,25K --50K,North,City Hotel,2/2/2017,2/3/2017,8/6/2016,3,1,0,BB,No,No,No Deposit,Direct,Yes,No,0,148,1,86400000000000
2431,83778742,M,34,caucasian,College,25K --50K,East,Resort,2/2/2017,2/3/2017,9/23/2016,3,3,0,FB,No,No,No Deposit,Direct,Yes,No,0,165,1,86400000000000
2432,26336774,M,45,caucasian,High-School,50K -- 100K,North,Resort,2/2/2017,2/3/2017,11/22/2016,2,2,0,HB,No,No,No Deposit,Online,Yes,Yes,10,221,2,86400000000000
2433,46617747,M,38,caucasian,High-School,50K -- 100K,South,City Hotel,2/2/2017,2/3/2017,11/12/2016,5,1,0,BB,No,No,No Deposit,Direct,No,Yes,10,245,1,86400000000000
2434,37919284,M,43,Asian American,College,25K --50K,North,City Hotel,3/20/2017,3/21/2017,12/6/2016,1,1,1,FB,No,No,Refundable,Direct,Yes,Yes,5,134,1,86400000000000
2435,24679238,F,69,caucasian,College,50K -- 100K,South,Resort,2/2/2017,2/6/2017,8/26/2016,4,1,1,FB,No,No,No Deposit,Online,No,Yes,5,231,2,345600000000000
2436,95040271,F,41,African American,Grad,50K -- 100K,South,Resort,3/20/2017,3/21/2017,1/31/2017,2,2,1,BB,No,No,No Deposit,Online,Yes,Yes,20,214,1,86400000000000
2437,3876164,M,70,Asian American,College,>100K,West,City Hotel,3/30/2017,3/31/2017,12/28/2016,2,2,2,BB,No,No,No Deposit,Online,Yes,Yes,25,208,2,86400000000000
2438,99385590,F,65,African American,Mid-School,<25K,South,Airport Hotels,2/2/2017,2/3/2017,12/28/2016,4,1,0,BB,No,No,No Deposit,Direct,Yes,Yes,25,237,1,86400000000000
2439,72598452,F,19,Latino,College,50K -- 100K,West,City Hotel,2/2/2017,2/3/2017,1/12/2017,2,3,0,FB,Yes,No,No Deposit,Online,Yes,Yes,20,144,3,86400000000000
2440,38785514,F,67,African American,College,<25K,South,Airport Hotels,2/2/2017,2/3/2017,9/18/2016,2,2,1,HB,No,No,No Deposit,Online,Yes,No,0,142,1,86400000000000
2441,8257569,M,49,Asian American,College,<25K,North,Resort,6/23/2017,6/26/2017,2/7/2017,2,3,1,FB,Yes,Yes,No Deposit,Online,Yes,Yes,5,137,3,259200000000000
2442,71389331,M,57,Latino,College,25K --50K,South,Airport Hotels,2/2/2017,2/3/2017,11/30/2016,2,2,1,FB,No,No,Refundable,Direct,No,Yes,10,189,1,86400000000000
2443,76261387,F,38,Asian American,Grad,>100K,North,City Hotel,6/9/2017,6/12/2017,4/21/2017,5,2,1,HB,Yes,No,No Deposit,Online,Yes,Yes,5,167,1,259200000000000
2444,16719556,F,48,Asian American,High-School,25K --50K,South,Resort,2/2/2017,2/3/2017,1/8/2017,4,2,1,BB,No,No,No Deposit,Agent,No,Yes,25,145,3,86400000000000
2445,32663506,M,70,Latino,College,50K -- 100K,West,City Hotel,2/2/2017,2/4/2017,12/8/2016,2,2,0,FB,Yes,Yes,No Deposit,Online,Yes,No,0,184,2,172800000000000
2446,90257774,M,59,Latino,College,<25K,West,City Hotel,2/4/2017,2/6/2017,1/23/2017,2,2,0,HB,No,No,Refundable,Direct,Yes,No,0,121,3,172800000000000
2447,23296133,M,48,caucasian,College,50K -- 100K,West,Airport Hotels,2/2/2017,2/3/2017,12/7/2016,4,2,0,FB,No,No,No Deposit,Online,No,No,0,248,1,86400000000000
2448,23809941,F,45,African American,College,>100K,East,City Hotel,2/2/2017,2/5/2017,10/8/2016,1,3,0,HB,No,No,Refundable,Online,Yes,Yes,10,219,1,259200000000000
2449,5217889,M,59,Latino,College,50K -- 100K,East,Resort,2/2/2017,2/3/2017,10/24/2016,3,1,0,BB,No,No,No Deposit,Agent,Yes,No,0,224,1,86400000000000
2450,95524050,M,56,African American,Grad,50K -- 100K,South,City Hotel,2/2/2017,2/3/2017,7/1/2016,3,1,0,BB,Yes,No,No Deposit,Direct,Yes,No,0,175,1,86400000000000
2451,36926571,F,57,African American,College,25K --50K,North,Airport Hotels,2/2/2017,2/6/2017,1/16/2017,2,1,0,HB,No,No,No Deposit,Online,Yes,Yes,15,150,3,345600000000000
2452,71067545,F,27,caucasian,College,25K --50K,South,Resort,2/2/2017,2/3/2017,8/9/2016,2,1,0,FB,No,No,Refundable,Online,No,Yes,15,122,2,86400000000000
2453,53353292,F,70,Latino,College,50K -- 100K,East,Resort,2/2/2017,2/3/2017,12/26/2016,2,2,0,BB,No,No,Refundable,Online,Yes,Yes,5,133,1,86400000000000
2454,96189027,M,47,Latino,Mid-School,50K -- 100K,West,Resort,2/2/2017,2/3/2017,12/8/2016,1,2,2,FB,No,No,No Deposit,Online,Yes,No,0,159,3,86400000000000
2455,37164880,M,50,Latino,Mid-School,25K --50K,West,City Hotel,2/2/2017,2/3/2017,8/31/2016,1,1,0,HB,No,No,No Deposit,Agent,Yes,Yes,10,175,1,86400000000000
2456,59214795,F,24,Asian American,High-School,25K --50K,South,Airport Hotels,2/2/2017,2/5/2017,10/2/2016,1,3,0,HB,Yes,Yes,Refundable,Online,Yes,Yes,25,225,3,259200000000000
2457,24336138,M,18,Asian American,Grad,<25K,East,Airport Hotels,6/10/2017,6/11/2017,2/6/2017,1,3,1,HB,No,No,No Deposit,Agent,Yes,Yes,15,134,2,86400000000000
2458,75351540,M,60,Latino,College,<25K,South,Resort,8/11/2017,8/14/2017,6/21/2017,2,1,0,HB,Yes,Yes,Refundable,Agent,Yes,Yes,10,107,1,259200000000000
2459,15899310,F,36,Asian American,Grad,50K -- 100K,West,City Hotel,2/3/2017,2/4/2017,9/9/2016,1,2,1,BB,Yes,No,Refundable,Online,No,Yes,30,239,1,86400000000000
2460,72560627,M,27,Latino,Grad,>100K,North,Airport Hotels,2/3/2017,2/6/2017,7/7/2016,5,1,0,HB,No,No,Refundable,Agent,Yes,Yes,5,195,1,259200000000000
2461,53050317,M,31,Latino,College,50K -- 100K,North,Airport Hotels,2/3/2017,2/4/2017,6/29/2016,5,2,0,BB,No,No,No Deposit,Online,No,Yes,5,182,3,86400000000000
2462,25417262,F,27,African American,College,25K --50K,West,Resort,2/3/2017,2/4/2017,7/8/2016,3,1,0,HB,Yes,No,No Deposit,Online,Yes,Yes,5,249,2,86400000000000
2463,91739069,M,21,Latino,High-School,>100K,East,Airport Hotels,2/18/2017,2/22/2017,7/19/2016,1,1,1,FB,No,No,No Deposit,Online,Yes,Yes,40,237,3,345600000000000
2464,54360132,M,46,Asian American,Grad,<25K,East,City Hotel,3/2/2017,3/3/2017,12/31/2016,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Yes,15,181,1,86400000000000
2465,90654567,M,48,Latino,College,25K --50K,South,City Hotel,2/3/2017,2/4/2017,9/19/2016,2,2,0,BB,No,No,No Deposit,Direct,Yes,Yes,5,242,1,86400000000000
2466,19029978,M,32,caucasian,Mid-School,<25K,South,Airport Hotels,2/3/2017,2/6/2017,6/29/2016,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Yes,10,110,1,259200000000000
2467,11189790,F,50,Asian American,Grad,>100K,North,Resort,2/10/2017,2/11/2017,12/11/2016,2,1,0,HB,No,No,No Deposit,Direct,Yes,Yes,5,115,2,86400000000000
2468,47205081,F,23,caucasian,College,50K -- 100K,South,Resort,2/3/2017,2/4/2017,7/13/2016,5,3,0,HB,No,No,No Deposit,Online,Yes,Yes,5,109,1,86400000000000
2469,91546337,M,26,caucasian,College,25K --50K,East,Resort,2/3/2017,2/4/2017,1/2/2017,3,1,0,HB,No,No,Refundable,Agent,No,Yes,30,162,1,86400000000000
2470,48826872,F,50,Asian American,Grad,>100K,South,Resort,2/3/2017,2/5/2017,8/17/2016,4,3,0,BB,Yes,No,Refundable,Direct,Yes,Yes,15,111,1,172800000000000
2471,29043136,M,21,African American,Grad,50K -- 100K,East,City Hotel,2/3/2017,2/4/2017,9/9/2016,2,2,1,FB,No,No,Refundable,Online,Yes,Yes,20,171,3,86400000000000
2472,47965107,M,19,Latino,Grad,50K -- 100K,East,Airport Hotels,2/3/2017,2/4/2017,12/10/2016,1,2,0,FB,No,No,No Deposit,Direct,No,Yes,15,222,3,86400000000000
2473,64278704,M,47,caucasian,High-School,<25K,East,Resort,2/3/2017,2/4/2017,8/7/2016,5,2,0,HB,No,No,No Deposit,Direct,Yes,Yes,10,108,3,86400000000000
2474,17985203,M,52,Asian American,College,25K --50K,West,City Hotel,3/29/2017,3/30/2017,1/14/2017,4,2,0,FB,No,No,No Deposit,Agent,Yes,No,0,210,1,86400000000000
2475,12983207,M,63,African American,College,50K -- 100K,North,City Hotel,5/11/2017,5/14/2017,12/31/2016,5,1,0,BB,No,No,No Deposit,Agent,Yes,Yes,5,177,1,259200000000000
2476,29373373,F,68,Asian American,Mid-School,25K --50K,East,Airport Hotels,2/3/2017,2/4/2017,12/18/2016,3,3,0,FB,No,No,No Deposit,Direct,Yes,Yes,25,203,1,86400000000000
2477,36687931,M,58,Asian American,Mid-School,25K --50K,South,Airport Hotels,2/3/2017,2/6/2017,8/13/2016,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Yes,10,212,1,259200000000000
2478,81459626,F,48,African American,High-School,<25K,East,Resort,2/4/2017,2/5/2017,12/3/2016,1,2,1,FB,Yes,No,No Deposit,Direct,Yes,No,0,125,1,86400000000000
2479,27108493,M,70,African American,High-School,<25K,North,Resort,2/4/2017,2/8/2017,7/13/2016,3,2,0,FB,Yes,No,Refundable,Online,No,No,0,235,3,345600000000000
2480,71111440,F,33,African American,Mid-School,<25K,North,City Hotel,2/4/2017,2/7/2017,7/11/2016,1,1,1,HB,No,No,Non-Refundable,Agent,Yes,Yes,5,209,1,259200000000000
2481,88803149,M,60,Asian American,College,25K --50K,South,City Hotel,2/4/2017,2/7/2017,1/26/2017,3,2,1,HB,No,No,Refundable,Online,Yes,Yes,10,134,1,259200000000000
2482,84723394,F,37,African American,Mid-School,>100K,South,Resort,2/4/2017,2/5/2017,8/6/2016,2,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Yes,40,135,2,86400000000000
2483,53732246,M,70,caucasian,High-School,>100K,West,Resort,2/4/2017,2/5/2017,8/13/2016,1,1,1,HB,No,No,No Deposit,Online,No,No,0,115,1,86400000000000
2484,31004904,M,29,African American,High-School,<25K,South,Airport Hotels,2/4/2017,2/5/2017,7/1/2016,3,1,0,HB,No,No,Refundable,Online,Yes,Yes,5,145,2,86400000000000
2485,7517295,M,42,Latino,College,25K --50K,East,Resort,2/4/2017,2/7/2017,12/17/2016,5,3,1,BB,No,No,No Deposit,Agent,Yes,Yes,20,217,1,259200000000000
2486,53894059,F,33,Latino,High-School,25K --50K,South,Airport Hotels,2/4/2017,2/5/2017,11/5/2016,3,1,1,HB,No,No,Non-Refundable,Direct,Yes,Yes,25,183,2,86400000000000
2487,55552644,M,52,caucasian,High-School,50K -- 100K,North,City Hotel,2/4/2017,2/8/2017,12/5/2016,1,1,0,FB,No,No,Refundable,Online,Yes,Yes,20,207,2,345600000000000
2488,57420976,M,22,caucasian,College,<25K,North,Resort,2/4/2017,2/5/2017,10/25/2016,1,3,0,HB,Yes,Yes,No Deposit,Online,No,No,0,199,1,86400000000000
